"Response.No","Tab.No","Survey.Date","Survey Start Date","Survey End Date","AC Name","Mandal Name","Village Name","no_data_flag"
25180,130,2015-07-01,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
25943,130,2015-06-27,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
26251,130,2015-05-27,"2015-05-23","2015-05-28","Jaggaiahpeta","Vatsavai","P.V.Guduam",0
26278,130,2015-07-10,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
26426,130,2015-07-10,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
26973,130,2015-05-30,"2015-05-29","2015-06-04","Jaggaiahpeta","Vatsavai","Singavram",0
27293,130,2015-07-01,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
28512,130,2015-06-26,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
28833,130,2015-06-25,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
29510,130,2015-07-14,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
29553,130,2015-07-17,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
29580,130,2015-06-27,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
29908,130,2015-07-01,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
29949,130,2015-06-22,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
29999,130,2015-06-19,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
673,131,2015-05-24,"2015-05-24","2015-05-29","Jaggaiahpeta","Vatsavai","Talluru",0
1124,131,2015-06-05,"2015-05-30","2015-06-07","Jaggaiahpeta","Vatsavai","Kakaravai",0
1515,131,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
2139,131,2015-06-16,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
2155,131,2015-05-24,"2015-05-24","2015-05-29","Jaggaiahpeta","Vatsavai","Talluru",0
2589,131,2015-06-18,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
2951,131,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
4459,131,2015-06-01,"2015-05-30","2015-06-07","Jaggaiahpeta","Vatsavai","Kakaravai",0
4501,131,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
4858,131,2015-05-28,"2015-05-24","2015-05-29","Jaggaiahpeta","Vatsavai","Talluru",0
5868,131,2015-06-13,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
6364,131,2015-06-19,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
7658,131,2015-06-19,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
8096,131,2015-06-24,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
11902,131,2015-06-11,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
12538,131,2015-06-16,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
13058,131,2015-06-21,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
15134,131,2015-06-11,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
15986,131,2015-06-03,"2015-05-30","2015-06-07","Jaggaiahpeta","Vatsavai","Kakaravai",0
16004,131,2015-05-24,"2015-05-24","2015-05-29","Jaggaiahpeta","Vatsavai","Talluru",0
19489,131,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
19664,131,2015-06-10,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
19981,131,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
20888,131,2015-05-27,"2015-05-24","2015-05-29","Jaggaiahpeta","Vatsavai","Talluru",0
21336,131,2015-06-03,"2015-05-30","2015-06-07","Jaggaiahpeta","Vatsavai","Kakaravai",0
22135,131,2015-06-13,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
25148,131,2015-06-13,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
26231,131,2015-06-12,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
26376,131,2015-06-09,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
26411,131,2015-06-03,"2015-05-30","2015-06-07","Jaggaiahpeta","Vatsavai","Kakaravai",0
26725,131,2015-07-11,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
27729,131,2015-06-15,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
28278,131,2015-05-25,"2015-05-24","2015-05-29","Jaggaiahpeta","Vatsavai","Talluru",0
28978,131,2015-06-22,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
29510,131,2015-06-11,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
29797,131,2015-06-12,"2015-06-09","2015-06-25","Jaggaiahpeta","Vatsavai","Kambhampadu",0
13311,132,2015-07-18,"2015-07-04","2015-07-18","Jaggaiahpeta","Vatsavai","Makkapeta",0
14624,132,2015-07-19,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
642,133,2015-06-16,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
1211,133,2015-07-09,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
1601,133,2015-06-16,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
1708,133,2015-06-12,"2015-06-05","2015-06-14","Jaggaiahpeta","Vatsavai","Vemulanarva",0
1804,133,2015-07-04,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
2439,133,2015-07-13,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
2764,133,2015-06-19,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
3447,133,2015-07-02,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
4141,133,2015-06-16,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
4565,133,2015-06-16,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
4885,133,2015-07-09,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
5172,133,2015-06-30,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
5288,133,2015-07-14,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
5306,133,2015-07-04,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
6017,133,2015-06-19,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
6292,133,2015-07-19,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
8569,133,2015-06-30,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
8602,133,2015-07-18,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
9194,133,2015-07-01,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
9298,133,2015-07-18,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
9320,133,2015-07-11,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
9775,133,2015-05-25,"2015-05-23","2015-05-28","Jaggaiahpeta","Vatsavai","P.V.Guduam",0
9874,133,2015-07-01,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
10059,133,2015-07-03,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
10285,133,2015-06-17,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
10982,133,2015-06-28,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
11322,133,2015-06-10,"2015-06-05","2015-06-14","Jaggaiahpeta","Vatsavai","Vemulanarva",0
11587,133,2015-07-11,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
11755,133,2015-06-19,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
12399,133,2015-07-19,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
12947,133,2015-07-02,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
13116,133,2015-07-18,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
13603,133,2015-07-19,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
14061,133,2015-07-13,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
14212,133,2015-07-25,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
14314,133,2015-06-16,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
14587,133,2015-06-28,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
14665,133,2015-06-22,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
15231,133,2015-07-21,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
15461,133,2015-07-20,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
15604,133,2015-06-26,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
15948,133,2015-06-15,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
16147,133,2015-07-16,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
16971,133,2015-06-26,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
17677,133,2015-07-09,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
18406,133,2015-06-16,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
18413,133,2015-07-13,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
18904,133,2015-06-11,"2015-06-05","2015-06-14","Jaggaiahpeta","Vatsavai","Vemulanarva",0
18925,133,2015-06-17,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
19174,133,2015-06-17,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
19467,133,2015-06-16,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
19581,133,2015-06-12,"2015-06-05","2015-06-14","Jaggaiahpeta","Vatsavai","Vemulanarva",0
19891,133,2015-05-24,"2015-05-23","2015-05-28","Jaggaiahpeta","Vatsavai","P.V.Guduam",0
19951,133,2015-07-13,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
20084,133,2015-07-03,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
20294,133,2015-06-28,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
21283,133,2015-06-18,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
21661,133,2015-07-20,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
22017,133,2015-06-17,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
22654,133,2015-06-26,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
24719,133,2015-06-30,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
24995,133,2015-06-18,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
25191,133,2015-07-09,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
25336,133,2015-06-30,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
25829,133,2015-06-26,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
25916,133,2015-06-12,"2015-06-05","2015-06-14","Jaggaiahpeta","Vatsavai","Vemulanarva",0
26002,133,2015-05-26,"2015-05-23","2015-05-28","Jaggaiahpeta","Vatsavai","P.V.Guduam",0
27147,133,2015-06-21,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
27196,133,2015-06-23,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
27451,133,2015-07-16,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
27479,133,2015-07-04,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
27542,133,2015-07-19,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
27989,133,2015-06-18,"2015-06-15","2015-06-24","Jaggaiahpeta","Vatsavai","Kanneveedu",0
29119,133,2015-06-09,"2015-06-05","2015-06-14","Jaggaiahpeta","Vatsavai","Vemulanarva",0
29218,133,2015-06-12,"2015-06-05","2015-06-14","Jaggaiahpeta","Vatsavai","Vemulanarva",0
29913,133,2015-06-26,"2015-06-25","2015-07-07","Jaggaiahpeta","Vatsavai","Polampalli",0
467,134,2015-06-24,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
524,134,2015-07-01,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
562,134,2015-05-23,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Gangavelli",0
1066,134,2015-06-23,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
1424,134,2015-06-27,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
2079,134,2015-07-11,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
2079,134,2015-07-11,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
3617,134,2015-06-02,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
3693,134,2015-07-16,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
3753,134,2015-06-27,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
3903,134,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Gangavelli",0
4497,134,2015-06-03,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
5385,134,2015-06-22,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
6114,134,2015-06-14,"2015-06-12","2015-06-18","Jaggaiahpeta","Vatsavai","CH .M.Palli",0
6275,134,2015-06-10,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
6430,134,2015-06-30,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
6436,134,2015-07-13,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
6436,134,2015-07-13,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
6733,134,2015-06-04,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
6784,134,2015-06-23,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
7838,134,2015-06-29,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
7997,134,2015-07-10,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
7997,134,2015-07-10,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
8583,134,2015-06-27,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
8783,134,2015-06-09,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
9642,134,2015-06-23,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
10200,134,2015-06-10,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
10650,134,2015-07-10,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
10650,134,2015-07-10,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
10652,134,2015-05-30,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
10746,134,2015-07-15,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
11414,134,2015-07-17,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
11524,134,2015-06-27,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
11530,134,2015-07-09,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
11530,134,2015-07-09,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
12062,134,2015-07-03,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
12062,134,2015-07-03,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
12393,134,2015-05-24,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Gangavelli",0
12426,134,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Gangavelli",0
13830,134,2015-07-16,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
14143,134,2015-07-17,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
14736,134,2015-06-10,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
16001,134,2015-07-03,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
16001,134,2015-07-03,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
16110,134,2015-06-03,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
16236,134,2015-06-27,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
16258,134,2015-06-10,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
16306,134,2015-07-03,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
16306,134,2015-07-03,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
16944,134,2015-07-02,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
17607,134,2015-07-10,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
17607,134,2015-07-10,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
17939,134,2015-07-21,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
17956,134,2015-07-01,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
18623,134,2015-07-03,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
18623,134,2015-07-03,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
19336,134,2015-07-13,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
19336,134,2015-07-13,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
20370,134,2015-07-01,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
21152,134,2015-07-22,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
22023,134,2015-06-22,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
22287,134,2015-05-24,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Gangavelli",0
22338,134,2015-07-16,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
22464,134,2015-06-05,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
23213,134,2015-07-04,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
23213,134,2015-07-04,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
23986,134,2015-06-30,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
24004,134,2015-07-18,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
24646,134,2015-06-21,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
25260,134,2015-07-19,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
25325,134,2015-07-04,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
25325,134,2015-07-04,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
26811,134,2015-06-04,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
27285,134,2015-06-14,"2015-06-12","2015-06-18","Jaggaiahpeta","Vatsavai","CH .M.Palli",0
27581,134,2015-06-22,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
27588,134,2015-07-11,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
27588,134,2015-07-11,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
28147,134,2015-06-02,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
29084,134,2015-07-23,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
29544,134,2015-06-19,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
29801,134,2015-06-30,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
3949,135,2015-06-09,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
4117,135,2015-06-05,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
4379,135,2015-05-28,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Dechupalem",0
5398,135,2015-06-06,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
6517,135,2015-05-25,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Dechupalem",0
6829,135,2015-06-04,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
10024,135,2015-05-28,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Dechupalem",0
10464,135,2015-06-05,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
14637,135,2015-06-05,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
15278,135,2015-06-13,"2015-06-13","2015-06-17","Jaggaiahpeta","Vatsavai","Pedamodugapalli",0
16024,135,2015-06-11,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
16161,135,2015-06-06,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
18061,135,2015-06-09,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
19559,135,2015-06-02,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
20412,135,2015-06-10,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
20535,135,2015-06-11,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
20555,135,2015-06-03,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
26372,135,2015-06-11,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
26763,135,2015-06-14,"2015-06-13","2015-06-17","Jaggaiahpeta","Vatsavai","Pedamodugapalli",0
27127,135,2015-06-03,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
28148,135,2015-05-23,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Dechupalem",0
28908,135,2015-06-04,"2015-06-01","2015-06-12","Jaggaiahpeta","Vatsavai","Gopinenipalem",0
777,136,2015-07-17,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
933,136,2015-06-02,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
1079,136,2015-06-01,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
1248,136,2015-06-29,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
1599,136,2015-07-09,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
1599,136,2015-07-09,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
2553,136,2015-07-02,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
3065,136,2015-05-25,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Gangavelli",0
3161,136,2015-07-09,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
3161,136,2015-07-09,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
3874,136,2015-07-14,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
4075,136,2015-06-23,"2015-06-19","2015-06-25","Jaggaiahpeta","Vatsavai","Chityala",0
4625,136,2015-06-04,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
5593,136,2015-07-10,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
5593,136,2015-07-10,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
6243,136,2015-06-30,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
6645,136,2015-06-28,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
6935,136,2015-05-26,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Gangavelli",0
7880,136,2015-05-30,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
7890,136,2015-07-10,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
7890,136,2015-07-10,"2015-07-03","2015-07-13","Jaggaiahpeta","Nadigama","Maagallu",0
7996,136,2015-05-25,"2015-05-23","2015-05-29","Jaggaiahpeta","Vatsavai","Gangavelli",0
8543,136,2015-06-03,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
9094,136,2015-07-22,"2015-07-09","2015-07-25","Jaggaiahpeta","Vatsavai","Vatsavai",0
9422,136,2015-06-06,"2015-05-30","2015-06-11","Jaggaiahpeta","Vatsavai","Indugapalli",0
9546,136,2015-07-03,"2015-06-26","2015-07-08","Jaggaiahpeta","Vatsavai","Dabbagupalli",0
